Date,uk_b_w_delta,de_b_w_delta,ca_b_w_delta,jpy_b_w_delta,au_b_w_delta,us_b_w_delta,cn_b_w_delta,usdcad_w_delta,gbpusd_w_delta,eurusd_w_delta,usdjpy_w_delta,audusd_w_delta,gbpjpy_w_delta,audnzd_w_delta
11/6/2015,-0.0750,-0.0130,-0.0680,0.0160,0.0420,-0.0715,-0.0370,0.0101,0.0403,0.0287,-2.7100,0.0082,-0.2800,-0.0261
11/13/2015,-0.1070,-0.1770,-0.1540,-0.0120,-0.1690,-0.1850,-0.0520,-0.0234,-0.0183,-0.0020,0.6700,-0.0095,-0.0800,-0.0126
11/20/2015,0.0660,0.1354,0.0930,0.0370,-0.0760,0.0632,-0.0150,-0.0014,0.0031,0.0091,-0.5400,-0.0118,1.2500,-0.0125
11/27/2015,0.0880,0.0667,0.0210,-0.0230,-0.0240,-0.0141,-0.0080,-0.0029,0.0147,0.0050,0.0200,0.0037,0.4300,0.0014
12/4/2015,0.0770,0.0291,0.0770,0.0050,0.0960,0.0528,0.1120,-0.0028,-0.0070,-0.0283,-0.4000,-0.0148,-0.3600,0.0121
12/11/2015,-0.1010,-0.2188,0.0110,-0.0300,-0.1040,-0.0405,0.0230,-0.0008,-0.0118,-0.0114,2.3400,0.0147,0.3530,0.0195
12/18/2015,0.1030,0.1379,0.1480,0.0120,0.0790,0.1529,0.0310,-0.0370,0.0273,0.0102,-0.1700,0.0005,1.7330,0.0049
1/8/2016,0.0110,0.0111,0.0290,0.0410,0.0440,-0.0263,0.0900,-0.0208,0.0208,-0.0054,2.8040,0.0320,1.3440,0.0031
1/15/2016,0.1360,0.0564,0.0510,0.0350,0.0960,0.1201,-0.0330,-0.0279,0.0252,0.0026,-0.1520,0.0073,3.6080,0.0018
1/22/2016,0.1200,0.0536,0.1740,0.0050,0.0100,0.0879,0.0920,-0.0345,-0.0019,0.0114,-1.8980,-0.0153,-2.0910,-0.0148
1/29/2016,-0.0320,0.0020,-0.1630,-0.0180,-0.0880,0.0244,-0.0290,0.0418,0.0018,-0.0040,-2.3300,-0.0075,-1.9480,-0.0123
2/5/2016,0.1300,0.1560,0.0830,0.1350,0.1050,0.1327,-0.0110,0.0136,-0.0263,-0.0324,4.4180,-0.0010,0.7320,0.0268
2/19/2016,-0.0010,0.0170,0.1040,0.0640,0.0650,0.0747,0.0270,0.0082,0.0137,0.0107,0.9060,-0.0042,0.5880,-0.0047
2/26/2016,0.0400,0.0940,0.0500,0.0660,0.0440,0.0343,0.0190,0.0086,0.0432,0.0178,-1.3520,0.0011,-0.3980,0.0009
3/4/2016,0.0500,0.0590,-0.0560,0.0750,0.0620,-0.0106,-0.0090,0.0268,-0.0361,-0.0085,-0.2620,-0.0310,-0.9040,-0.0114
3/11/2016,-0.1010,-0.0940,-0.0930,-0.0250,-0.1250,-0.1325,-0.0230,0.0206,-0.0150,-0.0154,0.0550,-0.0142,-1.9120,-0.0299
3/18/2016,-0.1130,-0.0640,-0.0960,-0.0230,-0.0850,-0.1028,0.0410,0.0097,-0.0105,-0.0108,2.1560,-0.0053,-0.2960,0.0029
4/1/2016,0.1160,0.0550,0.0840,0.0880,0.1230,0.0931,0.0140,0.0229,-0.0097,-0.0226,1.6750,-0.0175,2.8160,0.0112
4/8/2016,0.0060,0.0330,0.0420,-0.0350,0.0250,0.1244,0.0410,0.0267,0.0095,-0.0004,3.4090,0.0125,-0.6270,0.0041
4/15/2016,0.0540,0.0220,0.0160,0.0150,0.1230,0.0364,-0.0250,0.0025,-0.0072,0.0124,-0.6330,-0.0165,0.4670,-0.0073
4/22/2016,-0.0650,-0.0290,-0.0240,0.0300,-0.1480,-0.0316,0.0030,0.0156,-0.0221,0.0070,-3.4510,-0.0049,-4.1820,-0.0127
4/29/2016,-0.1990,-0.1180,-0.2310,-0.0040,-0.0740,-0.1587,0.0080,0.0276,-0.0154,-0.0223,5.3170,0.0105,2.3800,0.0353
5/6/2016,-0.0100,-0.0730,-0.0010,-0.0350,0.1470,0.0492,0.0740,0.0112,0.0167,0.0060,-0.8100,0.0242,0.8010,0.0129
5/13/2016,0.1910,0.1200,0.1680,0.0210,0.2490,0.0403,0.0300,-0.0373,0.0054,0.0086,-1.4400,0.0096,1.3890,0.0052
5/20/2016,0.0540,0.0380,0.0910,-0.0060,0.0560,0.0822,0.0720,-0.0010,-0.0136,0.0086,-1.4880,0.0033,0.9340,0.0053
5/27/2016,-0.0830,-0.0220,-0.0690,-0.0090,-0.0410,-0.1350,0.0090,-0.0173,-0.0110,0.0109,-0.2800,0.0046,-0.3650,-0.0056
6/3/2016,-0.0140,0.0160,0.0080,0.0070,0.0430,-0.0108,0.0190,0.0075,0.0091,-0.0241,3.7760,-0.0187,2.1100,0.0127
6/10/2016,0.1920,0.0720,0.1820,-0.0120,0.0570,0.1715,-0.0350,0.0085,0.0219,0.0112,-0.2640,-0.0014,2.4140,0.0157
6/17/2016,0.0440,0.0470,0.0460,0.0310,0.0430,0.0618,0.0000,0.0185,-0.0122,-0.0031,2.6290,-0.0025,-1.3840,-0.0007
6/24/2016,0.0620,-0.0161,-0.0140,-0.0130,-0.0090,0.0120,0.0710,-0.0102,0.0816,0.0231,2.4660,-0.0037,20.3650,0.0016
7/1/2016,0.0920,0.1071,0.0020,0.0380,0.1000,0.0806,0.0100,-0.0151,0.0135,-0.0094,-0.7160,-0.0068,1.0400,0.0031
7/8/2016,0.1800,0.0392,0.0610,0.0700,0.1250,0.0494,0.0490,0.0124,0.0336,0.0083,2.1940,-0.0105,0.0900,0.0029
7/15/2016,0.1260,0.0544,0.1120,0.0220,0.1000,0.0542,-0.0050,-0.0124,-0.0274,-0.0018,-4.8800,-0.0037,0.9900,-0.0263
7/22/2016,-0.1110,-0.1941,-0.1460,-0.0570,-0.0930,-0.2040,-0.0370,0.0110,0.0107,0.0077,-0.6990,0.0127,1.2790,-0.0035
7/29/2016,0.0190,0.0290,0.0660,-0.0040,0.1150,0.0087,0.0570,-0.0198,-0.0116,-0.0208,4.1470,-0.0136,3.4560,0.0149
8/5/2016,0.0980,0.0890,0.0900,-0.0410,0.0710,0.1201,0.0050,0.0087,0.0169,0.0094,0.4230,-0.0025,-0.3730,-0.0129
8/12/2016,0.0260,-0.0480,0.0130,-0.0910,-0.0420,-0.1099,0.0680,-0.0126,0.0171,-0.0074,0.6550,-0.0047,1.3610,0.0058
8/19/2016,0.1550,0.0460,0.0550,0.0370,0.0610,0.0802,0.0650,0.0221,-0.0162,-0.0159,1.0990,0.0031,0.5020,0.0162
8/26/2016,-0.0860,-0.0520,-0.0780,-0.0280,-0.0260,-0.0714,0.0000,0.0098,-0.0063,0.0124,-1.1790,0.0050,-1.1600,0.0033
9/2/2016,0.0710,0.0460,0.0140,-0.0050,0.0140,-0.0275,0.0060,-0.0122,-0.0179,0.0030,-2.0930,-0.0014,-1.2520,0.0079
9/9/2016,-0.0620,-0.0060,0.0250,-0.0540,0.0670,0.0169,0.0010,0.0015,0.0027,-0.0071,1.3790,0.0025,-0.1030,0.0091
9/16/2016,-0.1590,-0.0500,-0.1010,-0.0060,-0.0810,-0.0605,0.0110,-0.0041,0.0262,0.0081,0.2540,0.0053,2.0490,-0.0015
9/23/2016,0.0100,0.0160,-0.0370,0.0340,-0.0570,-0.0211,-0.0190,-0.0172,0.0041,-0.0077,1.2250,-0.0132,0.8360,-0.0217
9/30/2016,0.1460,0.0840,0.1530,0.0080,0.1100,0.0725,0.0270,0.0050,0.0003,-0.0005,-0.3870,-0.0038,-0.3640,0.0024
10/14/2016,-0.0220,0.0480,0.0310,0.0390,0.0800,0.0188,0.0210,0.0054,0.0261,0.0219,-1.0990,-0.0011,0.1070,-0.0133
10/21/2016,-0.1380,-0.0470,-0.0060,-0.0010,-0.0750,-0.0339,0.0300,0.0116,-0.0052,0.0089,0.5160,0.0018,0.4930,0.0128
10/28/2016,0.0980,0.0600,0.1220,0.0030,0.0250,0.0525,0.1200,-0.0190,0.0032,-0.0103,-0.8640,0.0005,0.3520,0.0007
11/4/2016,-0.1950,-0.1720,-0.1310,-0.0100,-0.0830,-0.1156,-0.0050,-0.0039,-0.0329,-0.0161,1.5140,-0.0086,-0.8230,0.0129
11/11/2016,0.1200,0.0370,0.0440,-0.0400,0.0160,0.0724,-0.0530,0.0014,-0.0125,0.0237,-2.9170,0.0125,-0.4720,-0.0126
11/18/2016,-0.1730,-0.1410,-0.2460,-0.0310,-0.2050,-0.3311,-0.1030,-0.0180,0.0218,0.0244,-3.9980,0.0210,-0.0770,0.0123
11/25/2016,-0.0100,0.0820,0.0080,-0.0620,-0.0760,-0.1164,-0.0950,0.0007,-0.0111,-0.0005,-2.1750,-0.0108,0.1570,-0.0090
12/2/2016,0.0210,0.0490,-0.0030,0.0040,-0.0600,-0.0346,0.0490,-0.0017,-0.0258,-0.0066,-0.6860,-0.0010,-0.7450,0.0125
12/9/2016,-0.0040,-0.0510,-0.0630,-0.0070,-0.1630,-0.0582,-0.1710,0.0233,0.0059,-0.0025,-2.2070,-0.0040,-1.3810,0.0014
12/16/2016,-0.0370,-0.0630,-0.0740,-0.0200,-0.0310,-0.0860,-0.0650,0.0157,0.0112,0.0104,-2.4520,0.0141,-0.2900,-0.0042
12/23/2016,0.0610,0.0980,-0.0600,-0.0170,0.0210,-0.0819,-0.2550,-0.0205,0.0211,-0.0001,0.4930,0.0107,0.3490,0.0022
12/30/2016,0.1110,0.1010,0.0130,0.0310,-0.0120,0.0377,0.0850,-0.0203,-0.0046,-0.0070,0.2470,-0.0031,-1.1490,0.0028
1/6/2017,0.0660,0.0130,0.0820,0.0120,0.1210,0.1136,0.2340,0.0089,0.0059,-0.0019,-0.1140,-0.0092,-0.4070,-0.0093
1/13/2017,-0.1170,-0.1110,0.0250,-0.0130,0.0930,0.0583,-0.1980,0.0209,0.0067,-0.0104,2.5870,-0.0205,-0.0910,-0.0045
1/20/2017,-0.0220,-0.0320,-0.0300,0.0080,0.0480,0.0322,0.0320,0.0121,-0.0314,-0.0074,-0.0770,-0.0066,0.3810,-0.0030
1/27/2017,-0.0980,-0.1140,-0.0450,-0.0100,-0.0760,-0.1124,-0.0310,-0.0196,-0.0174,0.0007,-0.7360,0.0010,-0.3170,0.0147
2/3/2017,-0.0650,-0.0650,-0.0620,-0.0180,-0.0140,-0.0522,-0.0740,0.0189,0.0084,-0.0065,2.2000,-0.0125,0.7790,-0.0107
2/10/2017,0.1370,0.0720,0.0150,-0.0110,-0.0610,0.0119,0.0020,0.0103,-0.0007,0.0148,-0.7960,0.0003,0.0420,-0.0162
2/17/2017,0.0910,0.0950,0.0320,0.0120,0.0980,0.0539,0.0710,-0.0061,0.0075,0.0023,0.7550,-0.0004,1.2890,-0.0029
2/24/2017,0.0650,0.0240,0.0050,-0.0040,-0.0900,0.0051,0.0870,-0.0006,-0.0039,0.0058,0.8640,-0.0003,1.8740,0.0014
3/3/2017,0.1520,0.1360,0.1240,0.0250,0.0560,0.1263,0.0350,-0.0016,0.0155,-0.0058,-1.6740,0.0080,0.2420,-0.0123
3/10/2017,-0.0340,-0.1530,-0.0990,-0.0220,-0.1080,-0.1415,0.0400,-0.0273,0.0116,-0.0075,-0.6340,0.0040,0.2100,-0.0093
3/17/2017,-0.0840,-0.1510,-0.1320,-0.0140,-0.1610,-0.1001,-0.0560,-0.0082,-0.0230,-0.0058,2.1930,-0.0168,0.3900,-0.0093
3/24/2017,-0.0400,0.0310,0.0820,0.0250,0.0880,0.0796,0.1190,0.0114,-0.0086,-0.0056,1.3870,0.0077,0.0960,0.0127
3/31/2017,0.0560,0.0350,0.1270,0.0040,0.0670,0.0792,0.0440,-0.0043,-0.0034,0.0166,-0.3780,-0.0007,0.0040,-0.0050
4/7/2017,0.0830,0.0540,-0.0490,-0.0080,0.0250,-0.0307,-0.0300,0.0055,0.0167,0.0065,0.1960,0.0131,0.6280,0.0082
4/14/2017,0.0740,0.0880,0.0410,0.0140,0.1550,0.0160,0.0670,-0.0102,-0.0154,-0.0029,2.4850,-0.0077,0.4490,-0.0006
4/21/2017,0.0350,0.0530,0.0850,0.0430,0.0820,0.1521,-0.0290,0.0086,-0.0266,-0.0090,-0.3720,0.0040,0.3350,0.0084
4/28/2017,-0.0020,-0.0750,0.0320,-0.0040,-0.0140,-0.0320,-0.0390,-0.0185,-0.0124,0.0006,-1.2070,0.0085,-0.8210,-0.0151
5/5/2017,-0.0490,0.0370,-0.0310,0.0090,-0.0430,0.0269,0.0130,-0.0170,-0.0096,-0.0099,-1.0670,0.0061,-0.6300,0.0171
5/12/2017,-0.0140,-0.0880,-0.0010,-0.0060,-0.0870,-0.0577,-0.0740,-0.0006,0.0104,0.0084,-0.3950,0.0017,0.7860,-0.0043
5/19/2017,0.0340,0.0220,-0.0480,-0.0240,0.0550,0.0249,-0.0890,-0.0049,-0.0142,-0.0271,1.9880,-0.0062,-0.6480,0.0027
