Date,Close,Open,High,Low,delta
6-Jan-08,4.45,4.45,4.45,4.45,0.066
30-Dec-07,4.516,4.516,4.516,4.516,0.188
23-Dec-07,4.704,4.704,4.704,4.704,-0.068
16-Dec-07,4.636,4.636,4.636,4.636,0.191
9-Dec-07,4.827,4.827,4.827,4.827,-0.23
2-Dec-07,4.597,4.597,4.597,4.597,0.026
25-Nov-07,4.623,4.623,4.623,4.623,-0.046
18-Nov-07,4.577,4.577,4.577,4.577,0.109
11-Nov-07,4.686,4.686,4.686,4.686,0.121
4-Nov-07,4.807,4.807,4.807,4.807,0.159
28-Oct-07,4.966,4.966,4.966,4.966,-0.068
21-Oct-07,4.898,4.898,4.898,4.898,0.112
14-Oct-07,5.01,5.01,5.01,5.01,0.045
7-Oct-07,5.055,5.055,5.055,5.055,-0.095
30-Sep-07,4.96,4.96,4.96,4.96,0.117
23-Sep-07,5.077,5.077,5.077,5.077,-0.023
16-Sep-07,5.054,5.054,5.054,5.054,-0.134
