Date,Close,Open,High,Low,delta
28-Feb-10,3.472,3.395,3.494,3.382,-0.0830
21-Feb-10,3.389,3.498,3.533,3.369,0.1080
14-Feb-10,3.497,3.458,3.539,3.439,-0.0390
7-Feb-10,3.458,3.359,3.496,3.338,-0.0990
31-Jan-10,3.359,3.35,3.453,3.322,-0.0080
24-Jan-10,3.351,3.373,3.432,3.292,0.0220
17-Jan-10,3.373,3.494,3.51,3.364,0.1210
10-Jan-10,3.494,3.598,3.623,3.473,0.1060
3-Jan-10,3.6,3.611,3.667,3.558,0.0110
27-Dec-09,3.611,3.601,3.661,3.536,-0.0100
20-Dec-09,3.601,3.413,3.649,3.366,-0.1810
13-Dec-09,3.42,3.389,3.432,3.358,-0.0310
6-Dec-09,3.389,3.317,3.432,3.238,-0.0690
29-Nov-09,3.32,3.224,3.377,3.203,-0.0930
22-Nov-09,3.227,3.363,3.375,3.179,0.1570
15-Nov-09,3.384,3.4,3.418,3.372,0.0870
8-Nov-09,3.471,3.503,3.525,3.464,0.0490
1-Nov-09,3.52,3.44,3.532,3.428,-0.0980
25-Oct-09,3.422,3.504,3.563,3.41,0.0860
18-Oct-09,3.508,3.521,3.551,3.414,0.0130
11-Oct-09,3.521,3.495,3.603,3.462,-0.0060
4-Oct-09,3.515,3.263,3.515,3.221,-0.2520
27-Sep-09,3.263,3.361,3.383,3.203,0.0980
20-Sep-09,3.361,3.392,3.479,3.352,0.0340
13-Sep-09,3.395,3.324,3.42,3.306,-0.0760
6-Sep-09,3.319,3.383,3.43,3.272,0.0580
30-Aug-09,3.377,3.395,3.409,3.307,0.0180
23-Aug-09,3.395,3.484,3.506,3.368,0.0920
16-Aug-09,3.487,3.472,3.518,3.333,-0.0110
9-Aug-09,3.476,3.615,3.633,3.433,0.1390
2-Aug-09,3.615,3.479,3.633,3.465,-0.1560
26-Jul-09,3.459,3.549,3.615,3.441,0.0930
19-Jul-09,3.552,3.42,3.579,3.389,-0.0590
12-Jul-09,3.493,3.281,3.514,3.249,-0.2150
5-Jul-09,3.278,3.355,3.39,3.267,0.0770
28-Jun-09,3.355,3.403,3.432,3.337,0.0440
21-Jun-09,3.399,3.516,3.557,3.379,0.1220
14-Jun-09,3.521,3.504,3.569,3.401,-0.0110
7-Jun-09,3.51,3.434,3.647,3.399,-0.0700
31-May-09,3.44,3.417,3.487,3.329,-0.0200
24-May-09,3.42,3.42,3.42,3.42,-0.1530
17-May-09,3.267,3.267,3.267,3.267,-0.1650
10-May-09,3.102,3.102,3.102,3.102,0.0640
3-May-09,3.166,3.166,3.166,3.166,-0.0620
26-Apr-09,3.104,3.104,3.104,3.104,-0.0880
19-Apr-09,3.016,3.016,3.016,3.016,0.0050
12-Apr-09,3.021,3.021,3.021,3.021,-0.0990
5-Apr-09,2.922,2.922,2.922,2.922,0.0070
29-Mar-09,2.929,2.929,2.929,2.929,0.0020
22-Mar-09,2.931,2.931,2.931,2.931,-0.1840
15-Mar-09,2.747,2.747,2.747,2.747,0.1210
8-Mar-09,2.868,2.868,2.868,2.868,0.0770
1-Mar-09,2.945,2.945,2.945,2.945,0.1870
22-Feb-09,3.132,3.132,3.132,3.132,-0.2580
15-Feb-09,2.874,2.874,2.874,2.874,0.0740
8-Feb-09,2.948,2.948,2.948,2.948,0.0970
1-Feb-09,3.045,3.045,3.045,3.045,0.0190
25-Jan-09,3.064,3.064,3.064,3.064,-0.2420
18-Jan-09,2.822,2.822,2.822,2.822,-0.2000
11-Jan-09,2.622,2.622,2.622,2.622,0.1880
4-Jan-09,2.81,2.81,2.81,2.81,0.0190
28-Dec-08,2.829,2.829,2.829,2.829,-0.0220
21-Dec-08,2.807,2.807,2.807,2.807,-0.0070
14-Dec-08,2.8,2.8,2.8,2.8,0.2900
7-Dec-08,3.09,3.09,3.09,3.09,0.0080
